cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,21882,-3118,5110,5110,21882,30.7,171,272,72,1428487
ABa:2,ABa,2,21714,-3286,5248,5248,21714,30,190,272,67,1202554
ABa:3,ABa,3,23506,-1494,7351,7351,23506,32.1,185,261,70,1545601
ABa:4,ABa,4,25444,444,7584,7584,25444,31.7,183,239,71,1459779
ABa:5,ABa,5,23663,-1337,5077,5077,23663,32,206,230,68,180302
ABa:6,ABa,6,20742,-4258,3689,3689,20742,32.6,206,227,54,325103
ABa:7,ABa,7,17419,-7581,2048,2048,17419,33,212,224,59,152558
ABal:8,ABal,8,19410,-5590,-7,-7,19410,31.2,188,302,44,132476
ABal:9,ABal,9,19125,-5875,-2117,-2117,19125,33,188,302,52,282483
ABal:10,ABal,10,17792,-7208,-2076,-2076,17792,34,164,308,52,464497
ABal:11,ABal,11,17398,-7602,-1855,-1855,17398,30.6,141,282,58,807321
ABal:12,ABal,12,19648,-5352,-3585,-3585,19648,25.8,143,286,58,974333
ABal:13,ABal,13,20016,-4984,-3120,-3120,20016,22.3,142,264,57,847504
ABal:14,ABal,14,19627,-5373,-3832,-3832,19627,23.3,143,296,53,717287
ABal:15,ABal,15,19376,-5624,-6407,-6407,19376,29,140,315,52,786717
ABal:16,ABal,16,21067,-3933,-4241,-4241,21067,28.3,140,308,53,796861
ABal:17,ABal,17,23367,-1633,-936,-936,23367,29.3,152,323,55,722215
ABal:18,ABal,18,19524,-5476,2382,2382,19524,33,156,314,54,469250
ABal:19,ABal,19,17904,-7096,565,565,17904,34,166,298,52,280102
ABala:20,ABala,20,16605,-8395,-4436,-4436,16605,33.4,145,284,39,189583
ABala:21,ABala,21,19767,-5233,-3818,-3818,19767,36,140,270,42,216422
ABala:22,ABala,22,17238,-7762,-5462,-5462,17238,36.4,136,259,47,291526
ABala:23,ABala,23,14444,-10556,-5602,-5602,14444,37.1,123,274,49,420534
ABala:24,ABala,24,14001,-10999,-5225,-5225,14001,37,120,268,46,411044
ABala:25,ABala,25,12945,-12055,-4502,-4502,12945,37.5,124,248,49,452819
ABala:26,ABala,26,13271,-11729,-4698,-4698,13271,36.8,130,240,47,411538
ABala:27,ABala,27,13278,-11722,-5532,-5532,13278,36.1,131,240,48,460592
ABala:28,ABala,28,13174,-11826,-5640,-5640,13174,35.3,138,228,49,454912
ABala:29,ABala,29,12277,-12723,-7623,-7623,12277,36.6,134,220,50,543944
ABala:30,ABala,30,12721,-12279,-4006,-4006,12721,37.5,140,212,48,474285
ABala:31,ABala,31,16145,-8855,-5699,-5699,16145,35.6,141,217,49,494587
ABala:32,ABala,32,13938,-11062,1261,1261,13938,36.1,142,206,34,216280
ABala:33,ABala,33,8935,-16065,-4177,-4177,8935,44.2,142,224,39,235837
ABalaa:34,ABalaa,34,5076,-19924,-1930,-1930,5076,45.3,124,223,33,141681
ABalaa:35,ABalaa,35,7951,-17049,-5079,-5079,7951,44,122,218,39,135870
ABalaa:36,ABalaa,36,9710,-15290,-6187,-6187,9710,46,120,228,38,154769
ABalaa:37,ABalaa,37,18126,-6874,-2249,-2249,18126,46.6,120,228,43,202216
ABalaa:38,ABalaa,38,13600,-11400,-4894,-4894,13600,47.2,117,233,43,209587
ABalaa:39,ABalaa,39,8283,-16717,-6773,-6773,8283,50,122,234,42,224387
ABalaa:40,ABalaa,40,7407,-17593,-6328,-6328,7407,51.2,126,230,47,246800
ABalaa:41,ABalaa,41,8394,-16606,-6322,-6322,8394,50.6,128,230,46,291698
ABalaa:42,ABalaa,42,12241,-12759,-7179,-7179,12241,48,128,218,44,293226
ABalaa:43,ABalaa,43,12795,-12205,-4545,-4545,12795,48,119,230,46,364313
ABalaa:44,ABalaa,44,11808,-13192,-6899,-6899,11808,48,120,232,44,344517
ABalaa:45,ABalaa,45,10926,-14074,-8872,-8872,10926,48.5,124,240,49,428822
ABalaa:46,ABalaa,46,10337,-14663,-10201,-10201,10337,48.1,124,236,48,477050
ABalaa:47,ABalaa,47,9737,-15263,-8154,-8154,9737,48,116,248,46,483687
ABalaa:48,ABalaa,48,10539,-14461,-11103,-11103,10539,47.7,116,250,49,635625
ABalaa:49,ABalaa,49,13012,-11988,-8843,-8843,13012,48,124,250,46,577592
ABalaa:50,ABalaa,50,12285,-12715,-11183,-11183,12285,48,126,243,48,687938
ABalaa:51,ABalaa,51,17235,-7765,-8290,-8290,17235,46,122,248,46,488558
ABalaa:52,ABalaa,52,11483,-13517,-2909,-2909,11483,48.4,121,245,39,543720
ABalaaa:53,ABalaaa,53,12578,-12422,-1853,-1853,12578,47.1,114,246,27,161390
ABalaaa:54,ABalaaa,54,10749,-14251,-9823,-9823,10749,46,106,248,36,330396
ABalaaa:55,ABalaaa,55,10152,-14848,-11011,-11011,10152,47,104,262,36,343081
ABalaaa:56,ABalaaa,56,13611,-11389,-6632,-6632,13611,46.2,96,273,39,436731
ABalaaa:57,ABalaaa,57,16562,-8438,-3581,-3581,16562,46.3,97,270,40,541335
ABalaaa:58,ABalaaa,58,14972,-10028,-4528,-4528,14972,47,96,268,41,602363
ABalaaa:59,ABalaaa,59,14259,-10741,-9250,-9250,14259,46,100,276,40,631205
ABalaaa:60,ABalaaa,60,13830,-11170,-11278,-11278,13830,46,98,264,41,681123
ABalaap:53,ABalaap,53,8379,-16621,-2615,-2615,8379,51.2,149,284,29,176166
ABalaap:54,ABalaap,54,9138,-15862,-3560,-3560,9138,52.2,144,292,34,251311
ABalaap:55,ABalaap,55,8204,-16796,-6379,-6379,8204,54,144,296,38,310303
ABalaap:56,ABalaap,56,6252,-18748,-9213,-9213,6252,54.8,151,309,39,314707
ABalaap:57,ABalaap,57,7272,-17728,-9900,-9900,7272,55,164,318,38,354385
ABalaap:58,ABalaap,58,10519,-14481,-9374,-9374,10519,54,162,324,39,385977
ABalaap:59,ABalaap,59,9641,-15359,-7647,-7647,9641,55,160,318,40,463573
ABalaap:60,ABalaap,60,10091,-14909,-8059,-8059,10091,55,154,316,41,497846
ABalap:34,ABalap,34,8366,-16634,-5791,-5791,8366,34.3,154,198,35,102208
ABalap:35,ABalap,35,12182,-12818,-12295,-12295,12182,34,166,202,39,74580
ABalap:36,ABalap,36,13123,-11877,-8006,-8006,13123,33,160,204,38,106448
ABalap:37,ABalap,37,10980,-14020,-4731,-4731,10980,30,172,196,39,102908
ABalap:38,ABalap,38,11594,-13406,-4687,-4687,11594,29,176,188,41,137527
ABalap:39,ABalap,39,11450,-13550,-5294,-5294,11450,30.2,162,172,44,225314
ABalap:40,ABalap,40,9448,-15552,-4070,-4070,9448,33,158,178,43,243137
ABalap:41,ABalap,41,11238,-13762,-5489,-5489,11238,32,159,177,46,317040
ABalap:42,ABalap,42,8319,-16681,-4451,-4451,8319,34,166,172,44,259829
ABalap:43,ABalap,43,11888,-13112,-7084,-7084,11888,34,164,188,44,295291
ABalap:44,ABalap,44,12336,-12664,-7046,-7046,12336,33.1,156,186,48,408805
ABalap:45,ABalap,45,12335,-12665,-6939,-6939,12335,33,149,190,47,415419
ABalap:46,ABalap,46,12229,-12771,-7610,-7610,12229,32.1,150,189,48,463148
ABalap:47,ABalap,47,11029,-13971,-8303,-8303,11029,33.4,143,186,50,549984
ABalap:48,ABalap,48,13131,-11869,-7736,-7736,13131,33.9,147,194,49,571220
ABalap:49,ABalap,49,12968,-12032,-7283,-7283,12968,33.2,154,197,50,710010
ABalap:50,ABalap,50,14026,-10974,-6164,-6164,14026,32,153,206,50,714126
ABalap:51,ABalap,51,11692,-13308,-5772,-5772,11692,31,152,194,46,608024
ABalapa:52,ABalapa,52,13425,-11575,-2788,-2880,13425,30.2,136,184,33,257669
ABalapa:53,ABalapa,53,14732,-10268,-2095,-2095,14732,32.2,135,202,33,230384
ABalapa:54,ABalapa,54,14645,-10355,-8203,-8203,14645,30,140,202,36,282922
ABalapa:55,ABalapa,55,13120,-11880,-10419,-10419,13120,33,120,206,40,443715
ABalapa:56,ABalapa,56,10726,-14274,-10933,-10933,10726,33.3,119,202,41,508921
ABalapa:57,ABalapa,57,11246,-13754,-11563,-11563,11246,33.2,116,207,42,591890
ABalapa:58,ABalapa,58,12623,-12377,-12646,-12636,12623,34.2,118,204,43,680576
ABalapa:59,ABalapa,59,12657,-12343,-15485,-15485,12657,35.7,119,205,44,785745
ABalapa:60,ABalapa,60,12701,-12299,-19169,-19169,12701,34.9,130,194,43,781121
ABalapp:52,ABalapp,52,12765,-12235,-2859,-2904,12765,33.2,162,217,31,204537
ABalapp:53,ABalapp,53,13420,-11580,-3217,-3217,13420,38.2,173,234,33,165516
ABalapp:54,ABalapp,54,12080,-12920,-7814,-7814,12080,39,182,236,36,216247
ABalapp:55,ABalapp,55,11721,-13279,-8268,-8268,11721,40.2,185,247,38,277653
ABalapp:56,ABalapp,56,11840,-13160,-10501,-10501,11840,42.2,183,259,39,334445
ABalapp:57,ABalapp,57,14535,-10465,-12012,-12012,14535,41,186,256,40,405014
ABalapp:58,ABalapp,58,13585,-11415,-15567,-15567,13585,39.7,183,252,43,459651
ABalapp:59,ABalapp,59,12393,-12607,-18310,-18310,12393,41.7,185,252,42,522289
ABalapp:60,ABalapp,60,12839,-12161,-17194,-17194,12839,41.1,184,252,43,544572
ABalp:20,ABalp,20,14649,-10351,163,163,14649,36.5,182,336,41,173168
ABalp:21,ABalp,21,14965,-10035,437,437,14965,38,186,334,42,185705
ABalp:22,ABalp,22,13560,-11440,-4622,-4622,13560,37.7,186,338,47,244883
ABalp:23,ABalp,23,12960,-12040,-4023,-4023,12960,35.6,200,361,47,336651
ABalp:24,ABalp,24,13618,-11382,-3624,-3624,13618,33.1,201,371,48,441263
ABalp:25,ABalp,25,14213,-10787,-10345,-10345,14213,28.8,184,358,49,491392
ABalp:26,ABalp,26,15911,-9089,-10287,-10287,15911,27,182,362,47,438575
ABalp:27,ABalp,27,15413,-9587,-8571,-8571,15413,26.4,192,364,48,488138
ABalp:28,ABalp,28,16367,-8633,-7575,-7575,16367,27.7,193,365,49,499021
ABalp:29,ABalp,29,15377,-9623,-4715,-4715,15377,29.4,173,359,50,580470
ABalp:30,ABalp,30,15927,-9073,-4574,-4574,15927,31.4,163,354,50,597698
ABalp:31,ABalp,31,17486,-7514,-3937,-3937,17486,33,163,356,49,657233
ABalp:32,ABalp,32,17479,-7521,497,497,17479,35,165,350,48,413581
ABalp:33,ABalp,33,11462,-13538,-655,-655,11462,39.8,188,346,41,245217
ABalpa:34,ABalpa,34,9047,-15953,1788,1788,9047,45.4,156,334,31,125976
ABalpa:35,ABalpa,35,8315,-16685,-1624,-1624,8315,46,148,330,39,138311
ABalpa:36,ABalpa,36,8256,-16744,-6595,-6595,8256,45.2,149,334,42,185279
ABalpa:37,ABalpa,37,8640,-16360,-5247,-5247,8640,46.3,142,340,43,209131
ABalpa:38,ABalpa,38,7475,-17525,-3268,-3268,7475,47.9,137,336,43,233593
ABalpa:39,ABalpa,39,7009,-17991,-5608,-5608,7009,46.9,132,336,46,319568
ABalpa:40,ABalpa,40,7612,-17388,-8291,-8291,7612,46.4,131,326,47,343663
ABalpa:41,ABalpa,41,6504,-18496,-8931,-8931,6504,45.3,129,323,46,380312
ABalpa:42,ABalpa,42,8294,-16706,-8820,-8820,8294,42,121,320,48,489220
ABalpa:43,ABalpa,43,9970,-15030,-7507,-7507,9970,40,135,330,48,503022
ABalpa:44,ABalpa,44,12017,-12983,-7762,-7762,12017,39.3,137,332,48,544854
ABalpa:45,ABalpa,45,11293,-13707,-8543,-8543,11293,40,138,337,49,598924
ABalpa:46,ABalpa,46,10787,-14213,-9128,-9128,10787,41.4,137,334,50,660576
ABalpa:47,ABalpa,47,12852,-12148,-7088,-7088,12852,41.3,149,338,48,673381
ABalpa:48,ABalpa,48,10670,-14330,-8502,-8502,10670,42.1,152,338,51,776429
ABalpa:49,ABalpa,49,11596,-13404,-6337,-6337,11596,42.3,152,332,50,799369
ABalpa:50,ABalpa,50,11573,-13427,-2176,-2176,11573,41.2,145,328,40,497024
ABalpaa:51,ABalpaa,51,11872,-13128,-2508,-2508,11872,40,132,315,30,238738
ABalpaa:52,ABalpaa,52,11821,-13179,-6709,-6709,11821,35.1,122,324,33,267444
ABalpaa:53,ABalpaa,53,13430,-11570,-8593,-8593,13430,35,128,324,39,370628
ABalpaa:54,ABalpaa,54,13614,-11386,-9252,-9252,13614,33.1,128,324,40,459886
ABalpaa:55,ABalpaa,55,13604,-11396,-6198,-6198,13604,31.4,125,330,40,460293
ABalpaa:56,ABalpaa,56,12825,-12175,-7135,-7135,12825,32.1,128,330,41,518207
ABalpaa:57,ABalpaa,57,14184,-10816,-7879,-7879,14184,33.2,129,330,42,637495
ABalpaa:58,ABalpaa,58,13897,-11103,-8390,-8390,13897,32.3,126,326,43,716979
ABalpaa:59,ABalpaa,59,14550,-10450,-8781,-8781,14550,33.2,131,334,42,729082
ABalpaa:60,ABalpaa,60,14458,-10542,-12758,-12758,14458,34.2,125,325,45,863632
ABalpap:51,ABalpap,51,11260,-13740,-1341,-1341,11260,44.1,159,352,30,208850
ABalpap:52,ABalpap,52,11328,-13672,-3585,-3585,11328,44.2,165,366,33,246817
ABalpap:53,ABalpap,53,10811,-14189,-9251,-9251,10811,45,164,372,39,363949
ABalpap:54,ABalpap,54,12208,-12792,-9223,-9223,12208,45,169,372,40,475279
ABalpap:55,ABalpap,55,14728,-10272,-6805,-6805,14728,43,190,392,38,470608
ABalpap:56,ABalpap,56,13381,-11619,-7635,-7635,13381,44,202,398,37,438631
ABalpap:57,ABalpap,57,14349,-10651,-8371,-8371,14349,42.7,200,399,42,684894
ABalpap:58,ABalpap,58,15783,-9217,-9071,-9071,15783,42.4,200,400,43,758661
ABalpap:59,ABalpap,59,13960,-11040,-10497,-10497,13960,43.5,204,400,44,847353
ABalpap:60,ABalpap,60,14181,-10819,-11220,-11220,14181,41.5,195,398,45,935448
ABalpp:34,ABalpp,34,10766,-14234,-128,-128,10766,32.6,206,357,37,107042
ABalpp:35,ABalpp,35,12372,-12628,-2963,-2963,12372,34,196,364,39,103121
ABalpp:36,ABalpp,36,12722,-12278,-5346,-5346,12722,34,196,368,38,132643
ABalpp:37,ABalpp,37,13076,-11924,-4693,-4693,13076,31.2,195,375,41,159747
ABalpp:38,ABalpp,38,13266,-11734,-4060,-4060,13266,28.2,212,386,43,199401
ABalpp:39,ABalpp,39,13013,-11987,-5562,-5562,13013,27,220,376,42,191290
ABalpp:40,ABalpp,40,15993,-9007,-5370,-5370,15993,26,222,376,43,208932
ABalpp:41,ABalpp,41,15177,-9823,-7253,-7253,15177,26,228,370,44,278416
ABalpp:42,ABalpp,42,14731,-10269,-3826,-3826,14731,25.3,218,378,46,285629
ABalpp:43,ABalpp,43,13442,-11558,-5746,-5746,13442,25.9,228,374,46,271151
ABalpp:44,ABalpp,44,14824,-10176,-4442,-4442,14824,26.4,220,371,48,349900
ABalpp:45,ABalpp,45,12808,-12192,-5710,-5710,12808,27.2,216,369,49,375751
ABalpp:46,ABalpp,46,12889,-12111,-6366,-6366,12889,27.6,208,372,50,442739
ABalpp:47,ABalpp,47,12187,-12813,-5637,-5637,12187,27.3,210,377,50,499567
ABalpp:48,ABalpp,48,13870,-11130,-5933,-5933,13870,27.4,214,376,51,606711
ABalpp:49,ABalpp,49,13539,-11461,-7194,-7194,13539,29.4,217,375,50,642423
ABalpp:50,ABalpp,50,14129,-10871,-6101,-6101,14129,30.1,223,380,50,675907
ABalpp:51,ABalpp,51,13164,-11836,-4168,-4168,13164,30,216,370,46,424558
ABalpp:52,ABalpp,52,12267,-12733,-7933,-7933,12267,29.6,225,372,47,383149
ABalppa:53,ABalppa,53,12722,-12278,-1666,-1666,12722,27.2,207,380,27,143186
ABalppa:54,ABalppa,54,15299,-9701,-6453,-6453,15299,28,204,380,36,260477
ABalppa:55,ABalppa,55,15882,-9118,-6673,-6673,15882,27.1,205,388,38,401016
ABalppa:56,ABalppa,56,15288,-9712,-4212,-4212,15288,26,212,390,37,387270
ABalppa:57,ABalppa,57,16741,-8259,-3395,-3395,16741,25,212,390,38,434861
ABalppa:58,ABalppa,58,17337,-7663,-5780,-5780,17337,27,206,386,39,510494
ABalppa:59,ABalppa,59,14364,-10636,-8077,-8077,14364,27,206,384,40,618710
ABalppa:60,ABalppa,60,20436,-4564,-4770,-4770,20436,26,204,382,41,651548
ABalppp:53,ABalppp,53,15343,-9657,-1598,-1598,15343,33.3,252,402,27,147186
ABalppp:54,ABalppp,54,15872,-9128,-5750,-5750,15872,32,268,408,36,292742
ABalppp:55,ABalppp,55,15367,-9633,-6929,-6929,15367,34.1,276,408,40,402356
ABalppp:56,ABalppp,56,15444,-9556,-3932,-3932,15444,36,296,406,37,380787
ABalppp:57,ABalppp,57,17445,-7555,-8707,-8707,17445,38,304,406,38,490145
ABalppp:58,ABalppp,58,16801,-8199,-11066,-11066,16801,36.8,301,407,41,590031
ABalppp:59,ABalppp,59,19349,-5651,-9790,-9794,19349,35.3,300,408,44,756444
ABalppp:60,ABalppp,60,19939,-5061,-8079,-8014,19939,34.3,294,410,43,752496
ABar:8,ABar,8,17435,-7565,2314,2314,17435,39,194,158,44,145001
ABar:9,ABar,9,18487,-6513,1022,1022,18487,40.1,194,158,48,258612
ABar:10,ABar,10,15380,-9620,-309,-309,15380,41,194,158,52,407398
ABar:11,ABar,11,13628,-11372,244,244,13628,43,220,186,54,526536
ABar:12,ABar,12,14664,-10336,460,460,14664,41.6,216,163,58,723394
ABar:13,ABar,13,14693,-10307,-458,-458,14693,39.8,229,151,57,725750
ABar:14,ABar,14,16134,-8866,1320,1320,16134,38.6,225,149,53,602116
ABar:15,ABar,15,15315,-9685,1818,1818,15315,38.5,238,152,52,633683
ABar:16,ABar,16,16681,-8319,2601,2601,16681,39.7,246,154,53,626363
ABar:17,ABar,17,17838,-7162,1655,1655,17838,39.3,239,145,57,732816
ABar:18,ABar,18,17144,-7856,1728,1728,17144,33.6,256,152,44,256216
ABar:19,ABar,19,17610,-7390,2524,2524,17610,31.2,262,168,46,255198
ABara:20,ABara,20,11669,-13331,-419,-419,11669,39.4,252,183,39,135143
ABara:21,ABara,21,11688,-13312,308,308,11688,40,264,180,42,152784
ABara:22,ABara,22,17009,-7991,-6140,-6140,17009,39,274,198,43,207804
ABara:23,ABara,23,16112,-8888,-6270,-6270,16112,40.3,274,210,47,267000
ABara:24,ABara,24,14327,-10673,-1829,-1829,14327,43,268,210,46,272002
ABara:25,ABara,25,13188,-11812,-3200,-3200,13188,44,270,210,45,243793
ABara:26,ABara,26,13800,-11200,-3136,-3136,13800,44.6,270,209,47,298702
ABara:27,ABara,27,15143,-9857,-6122,-6122,15143,43.7,256,202,48,330746
ABara:28,ABara,28,14748,-10252,-5300,-5300,14748,44.5,260,204,49,336479
ABara:29,ABara,29,15972,-9028,-6087,-6087,15972,43.8,270,197,48,374195
ABara:30,ABara,30,14275,-10725,-2477,-2477,14275,44.6,266,192,48,380290
ABara:31,ABara,31,17597,-7403,-1756,-1756,17597,44.1,270,186,49,430461
ABara:32,ABara,32,17463,-7537,2075,2075,17463,43,262,189,24,129934
ABaraa:33,ABaraa,33,8380,-16620,-482,-482,8380,50.2,241,191,21,40059
ABaraa:34,ABaraa,34,7362,-17638,2560,2560,7362,52.3,227,194,25,44982
ABaraa:35,ABaraa,35,6391,-18609,-3410,-3410,6391,53,226,194,39,85745
ABaraa:36,ABaraa,36,5736,-19264,-7329,-7329,5736,53.2,226,188,42,118326
ABaraa:37,ABaraa,37,7929,-17071,-5318,-5318,7929,52.5,226,186,43,132183
ABaraa:38,ABaraa,38,5286,-19714,-1482,-1482,5286,54,218,202,41,147947
ABaraa:39,ABaraa,39,4473,-20527,-5090,-5090,4473,53,210,200,42,180360
ABaraa:40,ABaraa,40,5119,-19881,-6892,-6892,5119,53,214,204,43,192351
ABaraa:41,ABaraa,41,6708,-18292,-6247,-6247,6708,52,216,206,44,232149
ABaraa:42,ABaraa,42,5595,-19405,-7084,-7084,5595,52,216,204,44,261904
ABaraa:43,ABaraa,43,6138,-18862,-6236,-6236,6138,52.8,206,198,46,321840
ABaraa:44,ABaraa,44,6686,-18314,-8138,-8138,6686,52.2,204,198,46,341467
ABaraa:45,ABaraa,45,6437,-18563,-7502,-7502,6437,53.1,203,200,47,349594
ABaraa:46,ABaraa,46,5875,-19125,-9350,-9350,5875,52,200,196,46,405007
ABaraa:47,ABaraa,47,6372,-18628,-7454,-7454,6372,53,198,194,46,421446
ABaraa:48,ABaraa,48,7507,-17493,-8970,-8970,7507,52.2,196,198,49,561079
ABaraa:49,ABaraa,49,8653,-16347,-8614,-8614,8653,52.1,198,195,48,599797
ABaraa:50,ABaraa,50,10031,-14969,-9549,-9549,10031,51.3,196,192,50,709672
ABaraa:51,ABaraa,51,8668,-16332,-3120,-3120,8668,49.2,197,190,34,343184
ABaraaa:52,ABaraaa,52,9466,-15534,-4137,-4137,9466,49.1,180,176,31,216079
ABaraaa:53,ABaraaa,53,10258,-14742,-6723,-6723,10258,49.2,168,182,37,272372
ABaraaa:54,ABaraaa,54,8950,-16050,-9374,-9374,8950,49,151,186,38,376874
ABaraaa:55,ABaraaa,55,9714,-15286,-9091,-9091,9714,50.3,147,192,40,503516
ABaraaa:56,ABaraaa,56,8899,-16101,-7631,-7631,8899,51.6,142,198,41,515256
ABaraaa:57,ABaraaa,57,8880,-16120,-6749,-6749,8880,52.7,142,200,40,548255
ABaraaa:58,ABaraaa,58,9651,-15349,-6330,-6330,9651,53.1,143,198,43,646473
ABaraaa:59,ABaraaa,59,9761,-15239,-9454,-9454,9761,52,149,195,42,685792
ABaraaa:60,ABaraaa,60,10007,-14993,-8545,-8545,10007,51.8,145,191,43,784154
ABaraap:52,ABaraap,52,9735,-15265,1815,1815,9735,49.2,216,216,23,87821
ABaraap:53,ABaraap,53,7559,-17441,-6816,-6816,7559,50.3,221,222,33,154433
ABaraap:54,ABaraap,54,8798,-16202,-7482,-7482,8798,52.7,216,228,38,285853
ABaraap:55,ABaraap,55,9353,-15647,-8314,-8314,9353,52.2,224,240,38,339507
ABaraap:56,ABaraap,56,8807,-16193,-12699,-12699,8807,52.4,234,255,41,415805
ABaraap:57,ABaraap,57,9217,-15783,-14685,-14685,9217,53,240,252,38,375117
ABaraap:58,ABaraap,58,8623,-16377,-11427,-11427,8623,53.7,236,250,41,476958
ABaraap:59,ABaraap,59,8160,-16840,-11609,-11609,8160,54,236,242,40,529355
ABaraap:60,ABaraap,60,6674,-18326,-13423,-13423,6674,53.9,225,240,43,651347
ABarap:33,ABarap,33,13878,-11122,695,695,13878,48,289,180,19,30491
ABarap:34,ABarap,34,5368,-19632,-469,-469,5368,51.3,294,178,27,57369
ABarap:35,ABarap,35,5819,-19181,-4623,-4623,5819,51,290,176,39,100589
ABarap:36,ABarap,36,5132,-19868,-5629,-5629,5132,50,288,170,38,91566
ABarap:37,ABarap,37,7805,-17195,-7160,-7160,7805,48.3,292,164,43,157404
ABarap:38,ABarap,38,8362,-16638,-7412,-7412,8362,49.2,300,160,43,181010
ABarap:39,ABarap,39,5629,-19371,-8611,-8611,5629,51.1,298,168,46,234520
ABarap:40,ABarap,40,5533,-19467,-9108,-9108,5533,51.2,291,180,47,238081
ABarap:41,ABarap,41,6237,-18763,-10099,-10099,6237,51.4,290,174,46,273588
ABarap:42,ABarap,42,6315,-18685,-9201,-9201,6315,51,294,180,44,264534
ABarap:43,ABarap,43,5957,-19043,-7920,-7920,5957,52,294,184,44,270077
ABarap:44,ABarap,44,8135,-16865,-6782,-6782,8135,51,292,182,44,275005
ABarap:45,ABarap,45,7242,-17758,-9203,-9203,7242,52,290,190,47,339269
ABarap:46,ABarap,46,6401,-18599,-7703,-7703,6401,53,286,182,46,355355
ABarap:47,ABarap,47,8981,-16019,-10177,-10177,8981,52.5,285,178,50,471143
ABarap:48,ABarap,48,9555,-15445,-11580,-11580,9555,51,280,184,47,490394
ABarap:49,ABarap,49,9732,-15268,-12102,-12102,9732,51.7,279,178,50,645602
ABarap:50,ABarap,50,9221,-15779,-10277,-10277,9221,51.9,282,178,48,639175
ABarap:51,ABarap,51,7794,-17206,-2369,-2369,7794,51.1,282,170,32,232907
ABarapa:52,ABarapa,52,11575,-13425,-2571,-2593,11575,49.2,268,150,27,148528
ABarapa:53,ABarapa,53,7821,-17179,-4433,-4433,7821,51.2,254,147,31,195830
ABarapa:54,ABarapa,54,8992,-16008,-7850,-7850,8992,52,244,156,36,305064
ABarapa:55,ABarapa,55,6944,-18056,-4970,-4970,6944,53,234,156,36,366318
ABarapa:56,ABarapa,56,7008,-17992,-4337,-4337,7008,53,224,161,39,412765
ABarapa:57,ABarapa,57,7478,-17522,-6480,-6480,7478,53,218,156,38,457446
ABarapa:58,ABarapa,58,8081,-16919,-8756,-8756,8081,53.1,212,154,43,628302
ABarapa:59,ABarapa,59,8587,-16413,-9462,-9462,8587,52.4,210,151,44,766466
ABarapa:60,ABarapa,60,9998,-15002,-8761,-8761,9998,52.1,207,146,43,780059
ABarapp:52,ABarapp,52,6801,-18199,-1208,-1206,6801,52.1,294,181,31,177174
ABarapp:53,ABarapp,53,7427,-17573,-637,-637,7427,52.1,308,183,27,145360
ABarapp:54,ABarapp,54,6674,-18326,-6639,-6639,6674,54,308,188,36,280060
